exerciseID,max,reaction,userID,ratedate
7,445,sem duis aliquam convallis nunc,500,2022-06-14 17:37:06
7,304,nisl,1,2022-10-10 17:53:51
9,48,lobortis,2,2022-04-29 10:33:03
10,127,mattis egestas metus,3,2023-03-24 08:59:44
8,471,ligula suspendisse,4,2022-05-27 15:55:57
6,378,natoque penatibus et magnis dis,5,2022-11-16 15:41:32
2,469,dapibus augue vel accumsan,6,2022-06-16 22:33:48
5,417,suscipit ligula in lacus curabitur,7,2022-09-14 19:58:27
1,106,luctus ultricies eu nibh quisque,8,2022-09-08 09:01:44
4,160,potenti,9,2022-07-29 02:36:27
3,483,purus phasellus in felis,10,2022-06-02 23:10:31
8,179,lorem id ligula,11,2022-05-31 10:42:59
10,403,ipsum,12,2022-12-13 22:41:31
2,303,dapibus at diam nam,13,2022-09-11 06:22:03
9,406,dui maecenas tristique est et,14,2023-01-01 05:19:23
6,156,justo lacinia eget tincidunt eget,15,2022-04-19 09:55:41
3,500,in lacus,16,2022-11-09 19:46:48
5,341,eros suspendisse accumsan,17,2023-02-09 01:23:07
1,127,pellentesque quisque,18,2023-04-10 01:44:23
4,347,quis odio consequat,19,2022-09-07 13:34:30
7,147,penatibus,20,2022-06-01 13:17:18
1,496,tempor convallis nulla neque,21,2023-02-12 02:31:58
8,194,accumsan tellus nisi eu,22,2022-05-10 14:39:08
9,288,mi sit amet lobortis,23,2022-10-23 00:21:15
2,418,donec semper sapien a libero,24,2023-01-20 19:44:22
4,384,nisl duis,25,2022-09-22 23:06:10
7,78,proin risus praesent lectus,26,2022-11-15 00:45:59
3,335,ut ultrices,27,2022-09-24 21:53:15
5,388,ut dolor morbi vel,28,2022-06-21 17:49:46
10,31,vestibulum,29,2022-09-23 04:58:25
6,91,id turpis integer,30,2022-12-25 12:53:15
9,452,pede libero quis orci nullam,31,2022-06-27 21:34:59
3,175,in,32,2022-09-28 16:54:04
7,223,ridiculus,33,2022-05-06 02:41:51
6,292,non mattis,34,2022-05-15 22:00:02
8,396,vulputate,35,2022-09-02 07:35:04
5,169,suspendisse accumsan tortor,36,2022-07-12 11:37:56
2,390,nascetur,37,2022-12-24 17:40:20
10,338,vestibulum ante ipsum primis,38,2022-06-12 20:15:07
4,52,venenatis turpis enim blandit,39,2022-08-13 00:39:10
1,59,integer a nibh in quis,40,2023-04-08 09:04:16
2,143,turpis sed ante,41,2023-03-31 02:46:34
10,380,urna pretium nisl,42,2022-07-02 23:15:11
8,154,lacinia eget tincidunt eget tempus,43,2022-08-14 08:14:42
4,180,in hac habitasse,44,2022-06-13 12:11:03
3,139,integer,45,2023-02-14 17:37:01
5,263,ut,46,2022-11-19 19:15:18
7,153,ultrices posuere cubilia curae,47,2022-09-03 05:46:33
6,401,at nibh in hac,48,2022-10-10 01:26:39
1,188,consequat ut nulla,49,2023-02-09 08:39:36
9,281,vitae ipsum aliquam non,50,2022-05-30 14:03:15
5,305,ut rhoncus aliquet pulvinar,51,2023-04-12 12:13:16
4,282,ante ipsum primis in faucibus,52,2022-11-04 20:03:15
7,91,morbi non,53,2022-08-12 05:51:18
3,59,montes nascetur,54,2023-01-29 15:24:26
2,146,vitae consectetuer eget rutrum at,55,2023-01-21 15:23:08
1,279,maecenas rhoncus aliquam,56,2023-02-08 23:35:30
10,115,leo rhoncus sed,57,2023-01-05 01:28:35
9,475,a ipsum integer a,58,2022-08-23 08:28:57
6,369,pede venenatis,59,2022-09-13 23:42:10
8,482,non velit donec,60,2022-07-26 13:35:32
1,395,duis faucibus,61,2022-12-16 14:24:30
6,133,consequat,62,2022-12-26 12:19:59
7,110,sed tincidunt eu,63,2022-04-25 22:42:13
9,422,eget massa tempor,64,2023-01-16 11:41:47
4,275,mollis molestie,65,2022-08-22 22:07:42
10,167,nascetur,66,2023-02-21 20:49:52
2,446,consectetuer,67,2022-06-02 22:17:15
8,81,augue vel accumsan,68,2022-09-29 06:56:40
3,227,vitae ipsum aliquam,69,2022-06-27 05:55:59
5,118,donec,70,2022-06-13 13:45:47
9,340,enim lorem ipsum dolor,71,2022-08-05 06:24:46
1,386,semper rutrum nulla nunc purus,72,2022-09-12 18:32:11
5,423,nisi vulputate nonummy maecenas tincidunt,73,2022-07-13 21:56:48
6,428,magna bibendum imperdiet,74,2022-05-18 18:26:51
7,106,risus,75,2023-04-05 23:42:09
4,364,sapien cum sociis natoque,76,2023-04-16 05:23:10
10,219,luctus tincidunt nulla mollis,77,2023-01-18 20:37:07
3,330,ante ipsum primis in,78,2023-01-25 12:02:08
8,370,mattis egestas metus aenean fermentum,79,2023-01-24 22:59:18
2,137,vitae consectetuer eget rutrum at,80,2022-08-11 00:57:04
4,201,vivamus tortor,81,2023-03-26 22:44:49
6,251,donec semper sapien,82,2022-11-30 08:27:29
8,135,cubilia curae duis faucibus,83,2022-07-24 15:04:36
1,155,interdum in ante vestibulum,84,2022-10-01 17:18:20
5,126,tincidunt,85,2022-12-02 21:50:31
2,330,maecenas tincidunt lacus,86,2023-02-02 14:02:59
7,242,amet turpis elementum ligula,87,2022-04-21 19:48:39
3,418,magna at nunc commodo,88,2022-12-29 10:47:59
9,252,erat nulla tempus vivamus,89,2022-10-21 06:27:00
10,306,molestie nibh in,90,2023-03-05 08:09:13
8,480,orci luctus et ultrices,91,2022-11-02 09:26:11
10,422,nulla quisque arcu libero rutrum,92,2022-08-12 22:26:11
5,428,posuere cubilia curae,93,2022-07-25 09:31:08
7,88,mi,94,2022-04-28 20:33:35
9,495,nonummy maecenas tincidunt lacus,95,2022-10-22 13:19:20
2,487,leo maecenas pulvinar lobortis est,96,2022-04-25 10:38:56
4,463,vestibulum ante ipsum primis,97,2022-12-08 15:36:21
1,401,tempor,98,2023-04-04 06:06:04
6,142,dolor sit amet,99,2023-02-04 13:47:05
3,153,tortor,100,2022-06-05 19:12:42
4,112,vel augue vestibulum ante ipsum,101,2022-07-26 05:42:21
3,265,vitae nisi nam ultrices libero,102,2022-08-16 12:54:32
8,435,imperdiet sapien,103,2022-08-25 13:52:17
10,201,ipsum praesent,104,2022-05-19 23:01:01
7,70,pellentesque quisque,105,2022-11-14 09:10:42
5,176,nulla ac enim in,106,2022-09-25 08:30:04
6,116,cras pellentesque,107,2022-10-21 00:18:28
1,235,bibendum felis,108,2022-12-13 11:42:32
9,425,sed accumsan felis ut at,109,2023-04-01 18:37:44
2,339,venenatis turpis enim blandit,110,2022-10-09 20:18:55
3,481,ante vestibulum ante,111,2023-01-24 15:22:58
2,61,pede justo eu,112,2023-04-09 16:12:17
7,165,etiam vel augue vestibulum rutrum,113,2023-03-24 04:59:16
10,181,massa quis,114,2022-10-01 09:26:51
4,183,odio cras mi pede malesuada,115,2022-11-26 07:31:33
5,469,non mattis pulvinar,116,2023-03-12 15:17:09
1,131,convallis eget eleifend luctus,117,2023-01-19 04:42:42
6,67,in faucibus orci,118,2023-01-31 13:19:38
9,238,dolor,119,2022-05-04 08:26:33
8,417,urna,120,2022-11-13 19:05:54
4,187,turpis nec euismod scelerisque quam,121,2022-09-13 05:46:52
7,379,semper est quam,122,2023-03-16 12:11:37
3,346,ut rhoncus aliquet pulvinar sed,123,2023-01-08 14:47:03
1,112,varius ut blandit,124,2022-05-17 05:05:39
9,204,nunc,125,2022-12-09 02:05:22
5,500,mattis pulvinar nulla pede ullamcorper,126,2022-06-03 01:07:42
10,472,duis aliquam convallis nunc,127,2022-11-16 03:09:37
8,161,ut at dolor quis odio,128,2022-07-31 20:06:35
6,54,duis,129,2023-04-04 16:39:20
2,436,nulla sed accumsan felis ut,130,2022-10-18 15:41:22
9,46,euismod scelerisque quam turpis,131,2023-03-09 05:53:34
8,21,pellentesque,132,2023-03-19 09:26:20
10,181,a odio in,133,2023-03-14 00:53:44
4,466,cursus,134,2022-11-05 02:57:32
1,76,vitae nisl aenean lectus pellentesque,135,2022-05-04 11:01:21
2,244,sapien quis libero nullam sit,136,2023-02-01 12:44:00
3,283,eleifend pede libero quis,137,2022-12-23 07:04:31
7,279,et ultrices posuere cubilia,138,2022-12-20 14:21:33
6,470,metus vitae ipsum aliquam,139,2022-09-05 06:02:55
5,291,pede lobortis ligula sit amet,140,2023-02-24 14:47:45
7,284,integer ac leo pellentesque,141,2022-09-30 11:44:12
3,67,proin at turpis a pede,142,2022-07-18 17:31:08
1,29,semper interdum mauris ullamcorper purus,143,2023-03-31 13:31:28
4,464,dapibus,144,2023-04-13 20:07:02
5,301,maecenas,145,2023-03-25 01:19:18
9,191,porttitor lorem id ligula suspendisse,146,2022-07-22 07:26:23
6,21,mus,147,2023-03-08 14:49:21
2,335,vulputate,148,2023-02-02 22:06:40
10,121,cum sociis natoque,149,2022-08-12 16:56:37
8,333,dui proin,150,2022-11-21 19:22:30
10,222,proin eu mi,151,2022-05-08 19:57:54
6,65,lectus aliquam,152,2022-07-27 01:34:30
5,225,dis parturient montes,153,2022-10-02 22:52:14
8,39,proin eu mi nulla ac,154,2022-08-21 09:38:51
1,316,erat tortor,155,2022-08-02 02:16:09
3,373,fermentum donec ut mauris,156,2022-12-19 06:15:18
4,355,convallis tortor risus,157,2023-02-21 19:41:02
2,26,dignissim vestibulum vestibulum ante,158,2023-02-07 16:30:25
9,242,ipsum primis in faucibus,159,2023-01-04 04:55:39
7,311,sed ante,160,2023-03-23 21:30:20
4,148,metus aenean fermentum donec,161,2022-06-17 22:38:37
8,294,nam,162,2022-12-02 21:38:44
10,433,molestie,163,2023-04-13 07:49:09
7,284,lectus in est risus auctor,164,2022-06-02 17:43:39
1,134,malesuada in imperdiet et,165,2023-02-12 23:27:53
3,201,nisl nunc rhoncus dui vel,166,2022-07-30 15:59:38
5,409,auctor gravida sem,167,2022-08-26 18:41:19
6,412,elit proin risus praesent lectus,168,2022-06-18 03:42:58
9,273,habitasse platea dictumst etiam faucibus,169,2022-06-15 01:53:37
2,341,non mattis,170,2023-03-18 01:46:43
6,397,ultrices vel augue,171,2023-02-02 03:04:31
8,319,ut erat curabitur gravida,172,2022-05-20 05:23:40
10,46,luctus et,173,2023-01-19 13:05:09
5,247,posuere cubilia curae duis faucibus,174,2022-06-29 05:12:56
7,441,eget congue eget,175,2022-05-12 15:06:23
1,321,vitae nisi nam ultrices,176,2022-05-24 21:57:44
3,91,mattis odio donec,177,2022-12-17 18:59:28
9,168,integer aliquet massa id,178,2022-05-10 21:38:01
2,93,duis,179,2022-11-08 09:37:54
4,67,duis ac nibh fusce lacus,180,2023-03-01 13:44:40
10,251,aliquam lacus morbi quis tortor,181,2022-08-24 02:54:43
7,127,vestibulum,182,2022-05-29 20:01:35
3,157,orci,183,2023-02-08 13:35:11
8,390,at,184,2022-08-09 15:42:55
1,109,vehicula consequat morbi a,185,2022-05-31 16:54:15
6,209,ac nibh fusce,186,2022-09-08 16:17:19
5,43,sed lacus morbi sem mauris,187,2023-01-11 22:54:52
2,422,diam cras pellentesque,188,2022-09-25 07:50:57
4,482,elementum nullam varius nulla,189,2023-01-20 23:40:14
9,143,bibendum,190,2023-01-12 18:21:44
6,253,donec,191,2022-12-15 06:22:16
2,84,nibh ligula nec sem,192,2022-08-22 15:43:39
4,55,eu sapien,193,2022-12-09 02:07:36
1,468,venenatis tristique,194,2022-12-20 22:18:54
10,283,nullam,195,2022-11-22 08:46:33
3,459,primis in faucibus orci luctus,196,2022-07-11 00:22:39
8,292,etiam faucibus cursus,197,2023-03-25 03:01:27
5,319,eget orci vehicula,198,2022-08-12 13:27:11
9,113,neque aenean auctor gravida sem,199,2022-07-30 04:14:46
7,47,id turpis integer,200,2022-12-03 12:06:04
3,177,ultrices posuere cubilia,201,2022-07-28 11:14:06
9,95,libero nullam sit,202,2022-07-13 09:00:52
6,324,eget,203,2022-10-10 02:29:17
5,398,congue elementum in hac,204,2022-07-28 19:35:45
7,252,turpis adipiscing lorem,205,2023-03-22 19:13:18
10,30,curae nulla dapibus dolor,206,2023-01-04 03:25:42
8,307,sed,207,2023-01-31 07:12:04
4,350,pede ullamcorper augue a suscipit,208,2022-09-08 02:14:42
2,487,in consequat ut,209,2022-05-06 22:29:01
1,73,vestibulum,210,2022-08-23 22:59:31
10,135,augue vestibulum rutrum rutrum,211,2022-06-27 14:08:23
7,228,tempus vel pede morbi porttitor,212,2022-09-21 13:38:59
5,428,ante,213,2023-01-22 11:07:53
1,485,etiam,214,2022-06-22 22:04:19
4,221,vestibulum quam sapien varius,215,2022-06-24 23:47:59
6,201,laoreet ut rhoncus aliquet pulvinar,216,2023-01-29 19:20:07
3,327,vel,217,2022-09-12 09:33:18
8,470,justo nec,218,2022-09-26 02:33:19
2,438,volutpat dui maecenas,219,2022-12-11 15:04:09
9,338,at velit eu,220,2023-03-02 11:20:45
3,409,nullam sit,221,2022-05-22 01:25:39
7,351,non velit,222,2022-05-17 07:22:44
6,290,tortor id,223,2023-01-12 22:06:21
2,114,odio,224,2022-12-28 19:32:59
9,185,elit,225,2022-09-06 04:45:22
10,83,feugiat non pretium,226,2022-06-12 03:22:41
8,153,interdum,227,2023-03-25 20:52:42
4,67,enim,228,2022-12-03 06:04:09
5,418,sagittis sapien cum sociis,229,2022-06-26 01:10:56
1,86,massa quis,230,2022-12-01 07:40:15
8,73,at diam nam tristique tortor,231,2022-06-07 22:26:18
6,213,mi in,232,2022-07-20 07:54:23
2,80,nam,233,2022-08-11 12:42:05
5,106,pulvinar lobortis est,234,2022-08-03 01:34:50
1,75,ultrices,235,2022-05-31 05:24:03
3,376,magnis,236,2022-08-26 03:16:31
7,322,scelerisque mauris sit amet eros,237,2023-02-03 08:07:43
10,410,lectus suspendisse potenti in eleifend,238,2023-03-21 11:15:15
4,397,ut rhoncus aliquet pulvinar,239,2022-05-13 19:08:57
9,275,vivamus vestibulum sagittis sapien,240,2023-03-09 15:13:20
8,125,ut,241,2022-04-22 11:08:57
6,433,sapien varius ut blandit,242,2022-06-22 14:44:56
4,340,ut,243,2022-11-03 10:32:47
1,125,eu sapien,244,2023-01-19 18:36:17
3,26,cursus urna ut tellus nulla,245,2022-04-27 21:54:16
9,499,sed lacus morbi sem mauris,246,2023-02-12 07:45:34
5,144,molestie hendrerit,247,2022-11-10 22:58:02
10,274,suscipit a feugiat et,248,2022-05-18 10:43:00
2,238,luctus cum sociis natoque,249,2022-05-31 04:22:46
7,472,tristique in tempus,250,2022-06-19 05:59:04
1,302,nisl,251,2023-02-24 15:57:52
8,363,nunc proin at turpis,252,2023-03-19 12:56:11
7,187,vestibulum ante ipsum primis in,253,2022-08-04 16:42:50
5,379,primis,254,2022-11-23 18:35:00
4,133,mattis odio donec vitae,255,2022-06-07 22:40:05
10,133,ut,256,2022-05-23 08:54:05
6,179,aliquam sit amet,257,2023-04-08 01:55:39
3,269,massa,258,2023-01-06 21:36:34
2,100,quisque arcu,259,2022-10-11 00:18:44
9,459,platea dictumst morbi vestibulum,260,2022-05-04 11:54:12
8,25,nunc proin at turpis,261,2022-10-25 17:54:24
6,373,pharetra magna ac consequat,262,2022-05-15 05:19:23
7,42,aenean,263,2022-08-06 06:48:03
9,317,vulputate elementum nullam varius,264,2022-04-22 01:02:46
5,185,et commodo vulputate justo,265,2022-07-25 17:05:21
3,61,pede justo lacinia eget tincidunt,266,2022-12-29 00:34:16
2,206,varius ut,267,2022-08-09 21:22:20
1,285,odio donec,268,2022-11-23 22:30:49
10,406,sit amet eleifend,269,2023-01-06 22:12:55
4,257,in imperdiet et commodo vulputate,270,2022-04-21 01:17:09
2,279,donec odio,271,2023-02-27 18:32:26
3,71,proin,272,2022-10-24 03:11:08
10,127,ultrices mattis odio,273,2023-02-05 16:05:41
1,378,proin risus,274,2022-06-28 23:55:30
7,26,est,275,2023-01-04 22:31:23
9,187,turpis a pede posuere nonummy,276,2022-09-02 00:36:19
8,106,dui,277,2022-06-10 10:44:28
6,388,habitasse platea dictumst aliquam augue,278,2022-05-23 03:04:22
4,222,curabitur,279,2022-04-18 15:45:33
5,238,id sapien in sapien iaculis,280,2022-05-16 03:30:46
6,47,est risus,281,2023-03-17 13:59:39
7,211,vulputate ut ultrices vel augue,282,2023-03-07 04:43:06
4,252,quis lectus,283,2023-02-21 06:01:37
5,448,auctor sed,284,2022-06-22 12:44:53
1,126,eget,285,2022-04-25 05:42:30
3,251,non,286,2022-05-18 15:04:22
2,429,tempus semper est,287,2023-03-30 03:44:30
8,349,justo lacinia eget,288,2022-10-24 22:52:21
9,391,accumsan odio curabitur convallis,289,2022-12-28 19:10:39
10,430,posuere cubilia,290,2022-12-18 20:26:57
9,242,phasellus sit amet erat,291,2022-11-03 16:45:39
1,297,justo in blandit,292,2022-06-11 17:10:19
6,436,etiam,293,2023-02-08 07:13:32
7,224,ipsum aliquam non mauris morbi,294,2023-02-01 06:51:54
8,305,vestibulum rutrum rutrum neque,295,2022-05-31 07:22:03
10,145,hac habitasse platea dictumst aliquam,296,2022-10-04 17:11:50
4,342,amet,297,2022-09-01 19:11:19
2,119,quisque erat eros viverra eget,298,2023-01-11 18:58:54
3,118,augue quam,299,2022-10-10 14:14:44
5,449,nisi,300,2022-07-11 00:46:08
9,423,ut dolor,301,2022-08-13 06:25:42
6,432,pede ac,302,2022-04-20 14:42:35
4,76,etiam justo etiam pretium iaculis,303,2022-12-26 20:59:31
10,40,faucibus orci,304,2022-08-23 02:03:31
1,215,nunc commodo placerat praesent,305,2022-11-25 01:20:40
5,227,montes nascetur ridiculus mus,306,2023-04-09 06:34:23
3,56,vestibulum sit amet cursus id,307,2022-09-20 00:13:39
2,418,in quam,308,2022-11-14 13:35:33
8,46,mauris viverra diam vitae,309,2022-07-31 19:45:30
7,213,quam pede lobortis ligula sit,310,2023-01-28 06:10:47
4,174,justo,311,2022-11-23 06:19:21
7,35,nulla tellus in sagittis dui,312,2023-03-30 03:30:16
2,123,odio,313,2023-04-03 09:52:44
10,453,tellus nisi eu orci,314,2022-10-14 01:29:18
3,24,sem fusce consequat,315,2022-07-10 20:15:41
8,70,convallis,316,2023-01-11 05:00:48
6,112,fusce congue diam,317,2022-05-12 02:45:17
5,166,non velit nec,318,2022-08-08 04:07:55
9,123,pellentesque viverra,319,2022-10-05 15:23:57
1,62,id ornare imperdiet sapien urna,320,2022-09-14 23:56:51
7,283,lectus aliquam sit amet,321,2022-11-27 11:33:25
5,488,at turpis a pede,322,2022-10-14 01:01:43
8,392,eleifend quam a,323,2023-02-11 16:38:20
6,305,vulputate,324,2023-01-17 17:03:43
9,272,sit amet eros suspendisse,325,2022-12-25 16:24:56
10,70,justo in hac habitasse,326,2022-10-11 05:02:00
4,265,condimentum neque sapien placerat ante,327,2022-11-15 20:16:38
3,426,rutrum,328,2022-09-23 12:03:42
2,350,vestibulum ac,329,2023-02-24 06:24:39
1,466,augue vel,330,2022-08-14 07:18:55
1,416,pretium,331,2022-06-02 02:06:03
6,253,tincidunt eget,332,2022-05-31 07:18:54
4,139,lobortis est,333,2022-05-22 15:29:03
2,83,in,334,2022-10-17 15:13:14
5,207,potenti nullam porttitor lacus at,335,2022-09-26 09:30:13
7,116,sapien sapien,336,2022-10-09 06:48:57
3,485,augue quam sollicitudin,337,2022-12-03 07:44:44
8,497,nonummy maecenas tincidunt,338,2022-10-16 19:05:40
9,323,nisl duis ac nibh,339,2022-11-20 23:07:35
10,105,nec,340,2022-05-16 11:39:20
8,251,ipsum,341,2023-03-31 11:09:39
6,302,primis in faucibus orci,342,2022-08-20 12:31:53
7,36,vel augue vestibulum ante ipsum,343,2022-11-29 22:00:24
9,173,primis in faucibus orci,344,2022-12-01 18:39:00
3,490,nullam molestie nibh in lectus,345,2023-04-03 23:26:47
4,59,varius integer ac leo,346,2022-12-03 10:54:59
2,52,cras mi pede malesuada,347,2022-10-14 18:06:05
5,437,ut odio,348,2023-01-31 03:13:34
10,96,amet sapien,349,2022-06-30 21:05:18
1,71,in eleifend quam a,350,2022-08-16 06:35:09
6,192,sapien varius ut blandit,351,2022-07-19 20:08:31
8,115,adipiscing elit proin interdum mauris,352,2022-12-28 15:18:19
3,312,in consequat,353,2022-05-14 16:30:21
1,43,ac nulla,354,2022-06-18 18:09:42
2,356,mauris sit amet,355,2022-06-30 14:32:16
5,185,curabitur convallis,356,2022-10-22 23:19:04
10,194,vel accumsan,357,2023-01-01 23:53:36
4,46,id ligula suspendisse ornare,358,2022-11-28 15:10:07
7,369,quisque,359,2022-08-04 16:23:33
9,68,volutpat,360,2022-12-04 14:59:56
6,363,ut nulla sed,361,2023-02-04 18:29:39
1,203,sapien in sapien iaculis,362,2022-08-15 14:44:08
9,424,leo,363,2022-06-05 14:13:27
4,47,vestibulum sagittis sapien,364,2022-08-06 07:52:11
2,139,ante vivamus,365,2022-09-22 07:39:57
7,387,id nisl venenatis,366,2022-10-25 09:16:51
3,47,quam sollicitudin vitae consectetuer,367,2023-03-06 08:48:38
5,288,sed vestibulum sit amet cursus,368,2022-12-25 23:07:43
8,264,purus sit,369,2022-10-11 19:48:20
10,218,sed tristique in,370,2022-06-17 03:51:32
8,137,ac nulla sed,371,2022-07-14 14:39:28
10,136,est phasellus,372,2022-04-27 02:57:22
4,131,massa volutpat convallis,373,2022-12-10 04:00:16
1,470,nisl duis bibendum,374,2022-09-01 07:09:54
6,272,eget tincidunt eget tempus,375,2022-06-01 15:55:12
7,227,eget semper rutrum nulla,376,2022-12-01 10:07:26
3,232,consequat dui,377,2022-12-19 10:35:25
9,367,at dolor quis odio consequat,378,2022-06-26 09:45:52
2,452,venenatis,379,2022-05-28 13:23:35
5,84,tellus semper interdum mauris ullamcorper,380,2022-05-15 05:33:31
2,117,mattis egestas metus aenean fermentum,381,2022-11-16 23:46:17
10,313,in,382,2022-12-30 06:56:51
4,421,nulla nisl,383,2023-03-19 03:02:24
3,407,rutrum nulla nunc purus,384,2022-05-09 06:17:08
6,434,quis,385,2023-03-19 14:04:57
1,242,ac neque duis bibendum,386,2023-02-22 03:03:41
8,183,sagittis dui vel nisl duis,387,2022-10-21 13:28:43
7,409,sit amet sapien dignissim vestibulum,388,2022-06-12 04:12:34
9,122,tincidunt ante,389,2022-12-31 03:23:44
5,140,velit eu est,390,2023-03-30 11:41:59
8,416,venenatis tristique fusce congue diam,391,2022-06-05 00:48:32
4,239,sit amet sem fusce,392,2022-08-21 11:16:03
6,459,nulla,393,2022-07-01 09:45:35
5,40,et magnis dis,394,2023-03-15 21:06:35
2,58,amet,395,2023-04-13 23:36:43
3,335,natoque penatibus et magnis,396,2023-01-09 12:08:55
7,441,nulla,397,2022-12-05 04:51:38
10,170,morbi porttitor lorem id ligula,398,2023-02-14 01:41:43
9,114,cum sociis natoque,399,2023-01-25 10:13:18
1,216,orci,400,2022-08-28 10:37:14
9,78,sed vel enim sit amet,401,2023-01-12 17:20:07
6,330,adipiscing elit,402,2023-03-23 04:47:10
3,461,ac nibh fusce,403,2022-09-26 21:45:27
8,42,ut mauris,404,2022-11-23 15:12:42
1,426,et commodo,405,2023-03-12 04:49:51
5,48,felis donec semper,406,2022-04-23 23:43:02
2,368,ipsum dolor sit amet,407,2023-01-05 21:28:09
10,122,nam dui proin leo,408,2022-06-04 13:50:29
4,38,interdum venenatis turpis,409,2023-03-22 05:44:47
7,297,justo morbi ut odio cras,410,2022-05-03 06:54:02
8,353,posuere cubilia curae,411,2022-05-05 09:53:25
6,339,duis,412,2023-03-03 00:03:52
1,452,amet,413,2022-08-22 23:11:52
4,411,vel dapibus,414,2022-06-09 18:33:54
3,451,id,415,2022-07-09 03:35:04
2,406,justo,416,2022-12-13 20:17:41
7,427,purus eu magna vulputate,417,2022-08-18 05:11:43
10,159,non quam nec dui,418,2022-08-12 02:42:12
5,462,sed tincidunt eu felis,419,2022-04-29 14:30:01
9,151,metus vitae ipsum aliquam non,420,2023-01-22 01:58:10
2,323,id mauris,421,2023-03-25 07:14:01
10,387,ultrices enim lorem ipsum dolor,422,2022-07-22 01:16:01
3,337,sit amet sapien dignissim vestibulum,423,2023-04-04 05:28:35
6,414,morbi,424,2022-12-08 04:59:16
1,205,sed justo pellentesque,425,2022-08-03 18:10:28
9,109,rutrum,426,2022-05-27 21:24:46
5,75,donec ut,427,2023-02-12 16:38:11
7,72,sit amet,428,2022-04-30 09:28:57
8,311,turpis integer aliquet massa,429,2022-08-29 20:48:00
4,91,vestibulum ante,430,2022-08-20 07:25:00
9,228,cubilia,431,2022-05-10 18:59:57
1,279,et ultrices posuere cubilia,432,2022-06-23 15:24:08
8,400,integer aliquet,433,2022-10-14 19:34:34
7,496,tristique,434,2022-10-08 14:14:01
6,157,semper est quam pharetra,435,2023-01-03 14:43:04
10,274,vivamus metus,436,2022-11-11 08:52:25
3,399,sit amet,437,2022-06-02 03:44:59
2,396,ut tellus nulla ut erat,438,2023-03-11 21:56:45
5,398,commodo placerat,439,2022-09-29 17:47:59
4,374,praesent blandit lacinia,440,2022-12-09 09:45:44
4,213,duis aliquam convallis nunc proin,441,2022-06-04 16:16:05
2,290,tortor duis mattis egestas,442,2022-05-20 12:33:59
1,354,erat vestibulum sed magna at,443,2022-10-23 05:46:57
7,131,semper interdum mauris,444,2023-04-07 15:55:38
9,217,faucibus orci,445,2022-05-13 10:18:17
6,169,maecenas ut massa quis,446,2023-03-15 06:37:57
10,113,vivamus metus arcu,447,2022-05-04 05:06:05
5,24,habitasse platea dictumst,448,2022-10-28 13:01:01
3,102,sed nisl nunc rhoncus,449,2022-11-25 12:17:45
8,88,dui,450,2022-11-16 17:56:16
8,248,massa volutpat,451,2023-01-16 18:04:20
3,273,quisque arcu libero rutrum ac,452,2023-02-28 04:03:38
10,297,luctus cum sociis,453,2022-07-06 21:23:50
6,308,orci,454,2023-01-10 21:54:32
4,272,mollis molestie lorem quisque,455,2023-03-30 21:46:33
7,147,quam sollicitudin,456,2022-12-18 01:57:12
5,434,tortor,457,2023-01-30 07:14:56
9,176,donec,458,2023-03-23 13:07:26
2,112,a,459,2022-07-21 13:28:07
1,172,lorem ipsum,460,2022-10-05 09:45:50
10,66,non velit donec diam neque,461,2022-07-23 20:50:14
6,324,fermentum donec ut mauris,462,2022-07-02 17:24:57
7,417,in,463,2023-03-20 21:09:55
4,347,ut,464,2022-08-19 00:05:34
5,127,dignissim vestibulum vestibulum ante ipsum,465,2022-11-10 17:59:24
8,43,in lectus pellentesque,466,2023-03-27 00:09:56
2,421,condimentum id luctus,467,2022-11-19 15:24:43
1,144,etiam faucibus cursus urna,468,2022-06-28 19:50:48
9,225,posuere,469,2023-04-06 05:26:16
3,496,velit,470,2023-03-06 09:10:19
7,235,interdum mauris non ligula,471,2022-10-15 06:25:21
9,161,ridiculus mus etiam,472,2022-05-09 23:20:10
8,420,sed augue aliquam,473,2022-07-08 22:54:47
1,345,turpis eget elit,474,2023-02-09 10:26:25
3,103,donec,475,2022-05-28 12:26:18
4,85,nibh,476,2023-02-15 10:49:23
10,174,nulla nunc,477,2022-08-13 22:24:05
6,164,lacus at,478,2022-11-27 07:45:08
5,297,auctor,479,2023-04-09 21:51:17
2,214,dapibus,480,2022-10-10 19:19:27
6,346,ac leo pellentesque ultrices,481,2022-09-01 01:28:06
9,166,cras pellentesque volutpat,482,2023-03-11 11:25:06
7,436,id,483,2022-09-18 23:51:35
2,311,risus dapibus,484,2022-05-07 09:39:50
8,196,neque vestibulum eget vulputate,485,2022-09-18 11:40:29
5,270,nec nisi vulputate,486,2022-07-02 11:22:37
3,291,dis parturient montes nascetur ridiculus,487,2022-04-28 16:31:42
10,132,metus aenean fermentum,488,2022-08-23 18:07:00
4,344,nulla dapibus dolor,489,2023-02-21 03:03:00
1,475,eget eros elementum pellentesque quisque,490,2023-01-05 21:35:08
3,461,amet eleifend,491,2023-02-07 06:06:35
8,432,vestibulum eget vulputate ut,492,2022-10-04 08:41:43
7,226,sit amet cursus,493,2023-04-10 23:46:53
2,402,fermentum justo nec condimentum neque,494,2023-04-12 05:55:47
