totalcarbs,totalprotien,totalfat,dietID,dietname,userID
66,91,44,270,velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra,270
83,34,64,271,integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in,271
93,62,13,272,bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu,272
22,60,73,273,pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit,273
2,51,83,274,pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing,274
73,47,59,275,sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget,275
44,99,24,276,ipsum dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut,276
41,15,63,277,nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id,277
50,98,12,278,at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non,278
9,10,62,279,amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti,279
30,57,80,280,suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis,280
48,33,48,281,erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea,281
100,66,14,282,erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer,282
65,64,21,283,eget semper rutrum nulla nunc purus phasellus in felis donec semper,283
100,68,62,284,justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante,284
53,16,19,285,aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta,285
34,18,2,286,vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum,286
8,96,11,287,pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus,287
3,87,23,288,elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla,288
14,97,31,289,nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla,289
78,58,58,290,nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum,290
60,71,39,291,feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare,291
30,66,60,292,turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit,292
77,96,94,293,nulla integer pede justo lacinia eget tincidunt eget tempus vel,293
69,35,98,294,lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed,294
75,65,39,295,suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam,295
67,36,67,296,nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque,296
51,46,3,297,posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna,297
62,29,64,298,porta volutpat erat quisque erat eros viverra eget congue eget semper,298
51,17,4,299,donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi,299
37,49,31,300,suscipit nulla elit ac nulla sed vel enim sit amet,300
23,3,17,301,lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue,301
72,9,78,302,sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id,302
72,70,99,303,mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum,303
64,47,72,304,lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at,304
47,32,76,305,eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo,305
100,6,42,306,ipsum dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum,306
64,83,9,307,nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante,307
50,60,69,308,luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio,308
4,23,11,309,luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus,309
93,13,100,310,cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut,310
56,44,26,311,quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum,311
92,47,87,312,aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci,312
81,28,5,313,augue a suscipit nulla elit ac nulla sed vel enim sit,313
68,20,88,314,morbi non quam nec dui luctus rutrum nulla tellus in,314
41,1,78,315,varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel,315
17,54,36,316,quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea,316
36,68,29,317,nunc proin at turpis a pede posuere nonummy integer non velit donec diam,317
21,71,44,318,morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor,318
80,91,77,319,suscipit nulla elit ac nulla sed vel enim sit amet nunc,319
94,49,70,320,dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla,320
18,42,56,321,ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla,321
62,3,70,322,nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in,322
53,39,77,323,imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis,323
79,82,58,324,id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet,324
32,16,62,325,at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer,325
51,50,60,326,a pede posuere nonummy integer non velit donec diam neque vestibulum eget,326
33,79,53,327,etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa,327
32,99,58,328,luctus et ultrices posuere cubilia curae duis faucibus accumsan odio,328
23,84,33,329,lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a,329
85,25,36,330,justo nec condimentum neque sapien placerat ante nulla justo aliquam,330
36,70,44,331,nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula,331
12,2,62,332,non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum,332
39,27,42,333,vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum,333
43,94,7,334,curabitur in libero ut massa volutpat convallis morbi odio odio elementum,334
62,1,86,335,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum,335
96,27,38,336,donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer,336
94,83,98,337,nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi,337
29,80,21,338,orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a,338
46,60,86,339,non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus,339
89,39,63,340,proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut,340
17,26,87,341,eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio,341
79,7,40,342,aliquam sit amet diam in magna bibendum imperdiet nullam orci,342
78,84,5,343,amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum,343
5,15,3,344,sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan,344
40,73,27,345,mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend,345
79,71,6,346,iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque,346
80,23,8,347,pede ac diam cras pellentesque volutpat dui maecenas tristique est et,347
1,59,78,348,tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer,348
58,23,76,349,in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur,349
61,96,14,350,ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu,350
52,52,71,351,venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed,351
90,58,65,352,sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus,352
91,55,77,353,suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet,353
94,48,100,354,pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque,354
41,37,64,355,id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque,355
25,65,84,356,dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent,356
39,67,2,357,duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla,357
32,99,48,358,nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum,358
66,89,60,359,magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis,359
85,26,91,360,metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum,360
59,18,21,361,rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo,361
40,19,75,362,condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam,362
93,55,65,363,velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros,363
80,58,5,364,sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et,364
52,22,2,365,pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam,365
49,99,41,366,risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante,366
9,29,23,367,in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et,367
23,29,100,368,a feugiat et eros vestibulum ac est lacinia nisi venenatis,368
56,34,96,369,facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum,369
78,27,98,370,quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo,370
75,11,65,371,turpis adipiscing lorem vitae mattis nibh ligula nec sem duis,371
52,34,73,372,sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet,372
50,36,58,373,justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula,373
84,74,90,374,maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque,374
40,24,28,375,sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in,375
37,98,50,376,vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem,376
8,79,23,377,auctor gravida sem praesent id massa id nisl venenatis lacinia,377
22,14,21,378,magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus,378
88,91,83,379,a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque,379
70,38,18,380,molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et,380
3,1,86,381,semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo,381
31,83,8,382,cursus vestibulum proin eu mi nulla ac enim in tempor turpis,382
84,8,66,383,in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque,383
23,90,53,384,rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet,384
99,75,10,385,et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient,385
59,3,7,386,pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus,386
22,59,65,387,neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros,387
18,81,8,388,ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis,388
90,33,48,389,massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet,389
59,13,73,390,consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,390
17,4,94,391,elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante,391
34,16,96,392,enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac,392
54,13,80,393,viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat,393
66,65,56,394,in ante vestibulum ante ipsum primis in faucibus orci luctus,394
71,98,95,395,magna ac consequat metus sapien ut nunc vestibulum ante ipsum,395
42,41,54,396,at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo,396
17,38,44,397,morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl,397
35,93,84,398,odio condimentum id luctus nec molestie sed justo pellentesque viverra,398
72,87,39,399,est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis,399
73,95,68,400,vehicula consequat morbi a ipsum integer a nibh in quis,400
45,40,36,401,vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc,401
72,9,47,402,sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare,402
47,70,97,403,aenean sit amet justo morbi ut odio cras mi pede malesuada,403
43,79,76,404,nunc proin at turpis a pede posuere nonummy integer non velit,404
37,78,66,405,nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis,405
7,15,98,406,imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam,406
54,72,73,407,lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus,407
80,28,18,408,vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel,408
47,93,79,409,amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi,409
50,15,56,410,aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan,410
77,92,17,411,vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula,411
23,85,28,412,luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis,412
85,5,71,413,viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus,413
80,35,71,414,id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie,414
73,45,63,415,diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus,415
56,64,31,416,curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi,416
87,57,76,417,non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla,417
40,29,84,418,tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus,418
6,88,98,419,mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget,419
8,21,31,420,convallis nunc proin at turpis a pede posuere nonummy integer,420
24,25,54,421,consequat in consequat ut nulla sed accumsan felis ut at,421
10,45,23,422,turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at,422
93,6,46,423,aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque,423
63,65,42,424,libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor,424
21,77,55,425,interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien,425
68,30,76,426,tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse,426
21,84,99,427,cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum,427
6,42,86,428,ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac,428
91,20,70,429,lobortis sapien sapien non mi integer ac neque duis bibendum morbi,429
20,81,94,430,mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel,430
99,45,48,431,felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices,431
93,36,94,432,sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis,432
26,17,2,433,libero ut massa volutpat convallis morbi odio odio elementum eu interdum,433
94,44,8,434,erat fermentum justo nec condimentum neque sapien placerat ante nulla justo,434
73,78,64,435,id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in,435
55,33,99,436,turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit,436
31,60,6,437,ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt,437
78,13,46,438,cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit,438
26,25,14,439,non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus,439
33,99,44,440,non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum,440
88,5,94,441,consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed,441
15,31,48,442,felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc,442
25,93,99,443,volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut,443
66,52,74,444,vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis,444
10,45,33,445,mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus,445
15,36,38,446,tincidunt eget tempus vel pede morbi porttitor lorem id ligula,446
58,84,31,447,bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed,447
84,36,27,448,vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien,448
1,61,97,449,erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac,449
80,95,56,450,tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet,450
65,49,2,451,eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in,451
89,70,48,452,ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis,452
24,39,37,453,nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus,453
9,43,7,454,fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui,454
58,44,64,455,leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien,455
91,52,1,456,semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh,456
78,15,6,457,nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus,457
84,94,97,458,risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam,458
60,62,51,459,sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit,459
3,77,72,460,erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi,460
35,96,63,461,imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam,461
17,37,78,462,a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet,462
16,41,99,463,maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui,463
42,23,70,464,erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non,464
82,75,80,465,facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum,465
36,44,31,466,dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida,466
40,66,90,467,fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet,467
100,24,67,468,eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et,468
5,23,6,469,quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non,469
78,85,53,470,ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis,470
81,91,60,471,quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst,471
98,60,84,472,a ipsum integer a nibh in quis justo maecenas rhoncus aliquam,472
55,52,8,473,cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est,473
16,3,75,474,mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at,474
21,53,54,475,odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est,475
9,92,26,476,volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla,476
80,93,85,477,ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices,477
12,15,79,478,amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in,478
75,22,9,479,donec odio justo sollicitudin ut suscipit a feugiat et eros,479
77,62,25,480,nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu,480
1,61,24,481,posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut,481
60,85,59,482,eget vulputate ut ultrices vel augue vestibulum ante ipsum primis,482
86,82,33,483,curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet,483
15,71,59,484,sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus,484
54,6,64,485,ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae,485
12,8,90,486,purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes,486
73,86,68,487,justo morbi ut odio cras mi pede malesuada in imperdiet et commodo,487
93,32,65,488,eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat,488
55,47,29,489,in porttitor pede justo eu massa donec dapibus duis at,489
21,69,100,490,in congue etiam justo etiam pretium iaculis justo in hac,490
74,32,91,491,suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet,491
97,43,80,492,porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non,492
33,28,12,493,praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut,493
56,69,5,494,ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla,494
3,14,31,495,semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et,495
83,68,44,496,vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna,496
83,95,11,497,nisl nunc nisl duis bibendum felis sed interdum venenatis turpis,497
4,68,70,498,imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris,498
98,69,8,499,mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean,499
48,62,46,500,platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum,500
