userID,weight,date
6,240,2023-02-17 00:31:03
20,241,2022-08-07 23:00:18
19,143,2022-10-28 15:29:39
18,293,2022-06-06 19:47:34
18,347,2022-08-23 00:12:22
12,320,2022-09-07 09:45:54
8,222,2023-04-10 01:20:02
8,144,2022-08-01 12:06:10
20,272,2022-10-20 14:05:09
20,155,2022-08-05 18:51:00
3,253,2022-11-02 17:30:19
8,172,2022-12-16 23:41:51
19,310,2022-11-02 04:54:43
6,296,2022-07-31 00:27:11
8,334,2022-05-23 04:58:52
18,272,2022-11-04 17:53:29
14,188,2023-01-07 05:51:15
4,258,2023-01-26 11:24:30
7,199,2023-01-28 15:17:37
2,127,2023-03-05 21:20:16
16,315,2023-04-01 20:02:53
6,172,2022-07-24 16:49:12
1,213,2023-01-05 01:15:58
19,101,2022-07-29 14:37:06
3,255,2022-09-19 06:14:50
10,300,2022-11-26 17:19:38
18,261,2022-11-28 20:28:41
9,317,2022-05-19 06:47:42
13,290,2023-02-18 22:03:04
10,333,2022-11-02 07:28:17
6,293,2022-05-29 15:35:00
7,259,2022-07-19 22:50:53
11,114,2022-06-08 01:24:28
12,252,2023-02-09 06:39:40
12,184,2022-06-18 22:52:28
4,250,2023-01-07 15:24:12
2,140,2023-04-12 01:29:26
13,206,2022-09-22 18:45:22
17,117,2022-07-28 17:04:54
5,126,2023-03-15 20:12:44
11,235,2022-09-29 22:23:34
10,139,2022-09-13 23:25:44
6,191,2022-06-15 00:18:14
3,128,2022-12-15 00:26:49
16,248,2022-05-30 12:41:39
5,349,2022-09-18 18:44:23
7,288,2022-10-25 05:04:57
20,107,2022-08-11 00:04:00
17,159,2022-11-11 01:17:07
13,124,2022-09-12 12:51:11
5,118,2022-06-19 00:52:28
7,90,2022-05-10 05:52:44
20,321,2022-06-02 00:58:50
13,136,2022-06-04 10:39:02
4,297,2022-11-21 01:13:22
6,216,2022-06-20 21:10:12
19,287,2023-01-18 04:54:20
1,272,2022-06-23 03:08:02
8,345,2022-06-12 10:37:35
5,300,2022-09-19 08:55:33
16,224,2022-07-07 17:39:56
10,207,2022-12-20 01:30:17
6,161,2023-02-21 04:20:54
1,301,2023-04-14 23:33:47
7,238,2022-07-31 23:41:36
2,256,2022-09-01 07:23:14
14,104,2022-09-23 23:04:05
16,334,2022-07-12 19:14:53
14,247,2023-04-13 03:28:47
13,241,2022-07-05 14:09:03
14,185,2022-05-01 13:51:41
18,282,2022-08-14 01:45:30
16,239,2022-07-01 14:39:02
5,171,2023-02-06 18:28:00
18,213,2023-02-13 10:14:14
19,233,2023-02-10 07:48:05
16,218,2022-05-22 18:46:14
2,216,2022-05-13 16:07:27
12,206,2022-09-18 21:34:04
8,212,2022-10-22 14:33:58
15,224,2022-07-22 11:25:32
9,337,2022-07-22 21:18:47
6,201,2023-03-17 15:10:20
1,271,2023-03-17 00:37:25
17,132,2023-02-25 21:20:16
16,293,2023-02-14 18:14:51
17,322,2022-12-23 17:44:54
14,163,2022-04-24 15:20:40
19,340,2023-02-09 07:27:30
17,111,2023-02-12 16:53:13
3,82,2022-04-20 12:29:07
19,196,2023-01-11 17:16:38
15,345,2022-10-18 06:55:04
6,133,2023-02-14 00:49:35
8,136,2022-06-03 07:29:17
13,207,2022-07-08 03:33:31
18,181,2022-08-23 23:12:00
20,214,2022-06-25 11:30:42
10,100,2023-02-26 00:18:42
6,134,2022-10-07 23:34:01
18,297,2022-08-30 13:32:44
2,266,2022-12-22 02:42:02
20,130,2023-02-10 22:08:37
12,325,2023-04-05 07:38:24
2,118,2022-08-30 19:59:25
9,210,2022-10-29 18:37:44
10,279,2022-06-16 18:20:23
11,179,2022-10-13 00:07:15
16,220,2023-01-16 15:41:24
1,182,2022-10-12 04:56:38
1,249,2023-01-27 13:14:24
12,122,2022-07-21 00:37:13
17,296,2022-08-13 23:50:50
1,183,2022-09-15 08:20:27
11,174,2023-04-10 08:15:31
2,349,2023-02-10 04:35:05
13,231,2022-12-15 11:10:28
8,291,2023-03-02 18:52:06
7,195,2022-08-02 12:26:39
2,161,2022-11-05 23:19:41
9,127,2022-05-01 15:21:36
10,345,2022-05-12 18:38:57
11,200,2022-10-31 11:23:56
15,160,2022-12-30 01:58:56
2,223,2022-10-09 13:08:37
16,303,2023-01-24 15:30:14
13,251,2022-05-01 12:22:40
2,235,2022-10-11 17:18:52
15,103,2023-02-11 12:30:46
8,117,2022-07-14 02:54:39
19,223,2022-05-14 22:15:50
11,261,2023-03-17 03:18:05
1,95,2022-05-29 05:36:18
11,346,2023-04-04 12:34:42
12,247,2022-04-22 13:12:05
5,194,2022-10-06 07:31:57
20,337,2023-04-11 10:29:49
9,124,2023-03-31 06:45:33
14,309,2023-01-25 17:11:49
12,261,2022-05-18 06:34:57
8,145,2022-05-05 07:46:43
10,341,2023-02-09 02:37:47
15,266,2023-01-01 15:08:57
3,322,2022-05-16 15:04:27
6,196,2022-04-23 15:57:42
3,208,2022-09-21 18:31:57
14,314,2022-11-19 02:04:16
2,287,2023-02-27 04:58:14
10,218,2022-06-27 12:56:01
9,159,2022-08-02 02:53:18
18,281,2023-02-24 04:39:52
18,261,2022-09-29 15:02:54
15,101,2022-08-15 14:25:05
11,303,2022-06-25 10:51:03
10,287,2023-01-31 17:31:52
17,217,2022-08-19 23:08:00
8,187,2023-04-04 13:08:02
15,179,2022-09-27 16:46:14
20,209,2022-07-01 10:23:10
14,330,2022-12-10 23:13:39
20,297,2023-04-10 06:58:18
14,338,2022-06-18 00:11:33
1,129,2022-05-30 18:51:14
4,198,2022-05-20 03:18:47
1,323,2023-03-27 02:49:37
17,165,2022-10-12 19:30:56
6,143,2023-01-12 19:43:18
17,180,2022-08-15 23:41:39
15,114,2022-09-15 07:22:41
19,92,2023-01-03 14:09:01
3,209,2023-03-18 19:28:49
9,242,2023-03-17 21:32:22
16,249,2023-04-18 18:16:55
17,265,2023-04-08 00:49:05
10,119,2023-03-11 06:33:16
9,290,2022-09-25 23:29:18
6,160,2022-11-13 23:31:49
9,263,2022-07-04 14:42:06
