foodID,foodName,NumServings,unit,carbs,protein,fat
217,aliquam sit amet diam in,265.82,est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci,93,54,68
218,augue a,150.06,magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean,5,81,70
219,eros,350.06,dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non,87,83,99
220,sem mauris laoreet ut,196.13,mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed,53,12,66
221,porttitor id,19.48,scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede,49,91,95
222,massa id lobortis convallis,299.96,a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet,80,8,24
223,orci eget orci vehicula,286.66,nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel,34,31,2
224,est quam pharetra magna,388.59,est risus auctor sed tristique in tempus sit amet sem fusce consequat,62,81,8
225,sapien urna,253.03,quam suspendisse potenti nullam porttitor lacus at turpis donec posuere,74,45,80
226,ante ipsum primis in faucibus orci,179.78,ultrices mattis odio donec vitae nisi nam ultrices libero non mattis,11,89,14
227,ligula,38.38,vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non,39,93,89
228,quisque arcu,153.31,consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu,60,46,75
229,ipsum dolor,67.36,vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede,10,51,65
230,maecenas ut massa,211.3,ut odio cras mi pede malesuada in imperdiet et commodo,13,62,59
231,nulla neque libero convallis eget,84.42,ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna,49,12,87
232,ultrices,193.96,ut erat id mauris vulputate elementum nullam varius nulla facilisi cras,97,0,70
233,pede ac diam cras pellentesque volutpat,19.81,in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae,11,40,26
234,luctus et ultrices posuere cubilia,42.92,pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu,6,19,50
235,turpis enim blandit mi,89.05,libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis,100,79,16
236,augue aliquam erat volutpat in congue,121.18,quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas,64,33,96
237,libero nam,361.74,sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer,10,43,14
238,felis sed,314.26,nibh fusce lacus purus aliquet at feugiat non pretium quis,82,55,74
239,risus dapibus augue vel,196.08,elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus,8,100,15
240,aliquet maecenas leo odio condimentum id,278.56,ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet,1,60,97
241,vulputate luctus,81.11,magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed,20,36,48
242,mauris vulputate,92.46,mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id,48,88,33
243,non sodales sed tincidunt,311.97,facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel,24,46,48
244,congue vivamus metus arcu adipiscing molestie,55.04,proin at turpis a pede posuere nonummy integer non velit donec,26,7,45
245,ante ipsum,393.89,morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed,68,53,73
246,adipiscing elit proin interdum mauris non,45.28,sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat,45,72,37
247,ut blandit,94.16,tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum,44,24,73
248,sit amet,226.85,luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec,1,49,15
249,faucibus orci,64.04,turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus,88,91,63
250,pede lobortis ligula sit amet eleifend,74.8,accumsan felis ut at dolor quis odio consequat varius integer,91,73,51
251,ut massa volutpat convallis,153.35,ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla,93,92,52
252,habitasse platea dictumst morbi,227.1,ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non,2,39,71
253,imperdiet nullam orci pede venenatis non,250.56,turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum,73,79,26
254,pellentesque quisque porta,275.27,fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit,40,57,22
255,duis mattis egestas metus,343.59,felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis,69,18,92
256,ut erat curabitur gravida nisi,130.59,neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in,18,88,47
257,sit amet consectetuer adipiscing elit,334.45,felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet,48,96,59
258,quam pharetra magna ac consequat metus,312.91,ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque,56,63,40
259,a odio in hac habitasse,205.02,libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit,93,19,6
260,quisque,328.34,aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in,93,78,24
261,posuere nonummy integer,362.69,imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat,99,87,37
262,sed lacus morbi sem,50.85,enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem,26,41,42
263,integer pede,56.87,quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus,26,5,30
264,ac neque duis bibendum morbi non,153.47,morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis,11,54,89
265,tempus vel pede morbi,240.01,libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut,24,32,34
266,in consequat ut,242.37,augue a suscipit nulla elit ac nulla sed vel enim,61,100,33
267,lobortis vel dapibus at diam,194.55,aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus,55,38,21
268,pulvinar lobortis est,28.43,ut massa quis augue luctus tincidunt nulla mollis molestie lorem,2,21,18
269,leo odio condimentum id luctus nec,173.4,faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat,33,56,54
270,lobortis convallis,129.76,ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim,29,66,82
271,ut rhoncus,275.87,in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam,2,71,99
272,integer ac,53.2,commodo placerat praesent blandit nam nulla integer pede justo lacinia,100,43,26
273,sollicitudin ut suscipit a feugiat et,113.3,non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis,93,91,75
274,aliquam lacus morbi quis tortor id,61.93,amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus,24,86,72
275,placerat praesent blandit nam nulla,307.94,a libero nam dui proin leo odio porttitor id consequat in,76,9,84
276,pulvinar sed nisl nunc rhoncus,274.23,justo aliquam quis turpis eget elit sodales scelerisque mauris sit,27,95,3
277,interdum mauris non ligula pellentesque,109.42,bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce,88,70,44
278,convallis duis consequat dui nec,69.99,sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus,69,44,16
279,luctus et ultrices posuere,397.18,ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque,44,79,85
280,adipiscing molestie hendrerit,261.49,dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi,82,27,19
281,nulla,330.08,montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem,92,84,87
282,nulla,90.91,nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam,0,8,41
283,eget vulputate ut ultrices vel augue,202.68,mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget,34,23,39
284,luctus nec molestie sed justo,362.46,nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam,29,82,53
285,dolor morbi vel lectus,335.45,sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna,70,83,53
286,felis sed,385.01,sed nisl nunc rhoncus dui vel sem sed sagittis nam,51,51,56
287,ac leo,113.81,sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas,26,10,54
288,nam tristique,369.47,eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor,83,57,22
289,luctus cum sociis natoque penatibus et,273.94,sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis,74,60,43
290,quis,215.36,consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis,6,12,96
291,volutpat in congue etiam,130.12,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,42,41,98
292,ac,98.76,justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros,6,96,89
293,mauris viverra diam vitae quam,112.15,at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque,90,84,24
294,posuere cubilia curae duis,249.0,etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean,25,70,39
295,eleifend pede libero quis orci,368.86,primis in faucibus orci luctus et ultrices posuere cubilia curae duis,16,97,20
296,nec sem duis,196.14,justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare,87,30,40
297,consectetuer adipiscing elit,317.14,dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum,82,79,68
298,purus phasellus in felis donec semper,129.98,semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat,27,79,4
299,ultrices posuere,196.62,duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum,22,55,94
300,molestie hendrerit at vulputate,381.32,a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices,22,53,77
301,morbi odio odio elementum eu interdum,95.39,curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit,31,95,3
302,consequat dui nec nisi volutpat,167.96,massa donec dapibus duis at velit eu est congue elementum in hac habitasse,68,97,59
303,quis,59.58,ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue,32,22,41
304,suspendisse potenti,357.01,habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie,81,87,64
305,in sapien iaculis congue vivamus metus,197.83,quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque,41,75,0
306,non ligula,201.84,aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non,36,4,69
307,mauris morbi non lectus aliquam,332.56,mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet,35,91,78
308,nibh in hac habitasse platea dictumst,317.28,mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl,82,48,40
309,tortor risus dapibus augue vel,15.45,tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut,55,30,54
310,eget elit sodales,15.28,facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel,80,1,11
311,donec ut dolor morbi vel,18.96,viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper,44,60,34
312,at ipsum ac tellus semper,304.03,lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas,69,48,16
313,ac nibh fusce lacus,100.31,integer ac leo pellentesque ultrices mattis odio donec vitae nisi,80,28,44
314,primis in faucibus orci luctus,383.94,duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non,6,93,40
315,amet nulla quisque arcu libero rutrum,245.61,libero quis orci nullam molestie nibh in lectus pellentesque at,74,95,53
316,augue quam sollicitudin vitae,64.33,posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et,69,6,85
317,erat nulla,303.63,amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum,67,80,6
318,posuere cubilia curae donec pharetra,276.33,nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas,47,89,17
319,ridiculus,231.86,sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus,2,82,45
320,elementum nullam varius nulla facilisi cras,160.05,mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit,21,47,15
321,ut nulla sed accumsan felis,274.99,a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas,0,81,3
322,ultrices posuere cubilia,115.18,mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin,9,78,77
323,condimentum id luctus nec molestie,210.81,dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim,73,46,89
324,dapibus duis,388.8,aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit,88,7,1
325,cursus,62.45,nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a,35,15,22
326,posuere felis,318.81,curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac,16,54,38
327,quam sapien varius ut,397.41,cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit,87,9,15
328,turpis eget elit,18.73,accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla,64,60,15
329,ut mauris,102.06,nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla,29,4,4
330,fusce congue,280.78,ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh,23,65,45
331,non,195.68,justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non,0,90,82
332,bibendum imperdiet nullam orci pede venenatis,98.03,proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis,0,54,48
333,enim lorem ipsum dolor sit,217.67,vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in,34,99,17
334,tellus,262.58,placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id,95,15,81
335,tortor risus dapibus augue vel accumsan,44.67,ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse,82,94,41
336,nulla tellus in sagittis dui,225.12,nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique,51,34,12
337,enim,360.96,justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet,97,79,79
338,rhoncus,57.14,pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus,78,24,94
339,nunc,316.35,eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus,88,6,49
340,vestibulum ante,333.94,eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor,1,9,56
341,proin eu,188.28,consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent,14,34,32
342,risus praesent,190.9,nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede,53,97,84
343,in imperdiet et commodo vulputate justo,256.57,ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque,57,78,66
344,ac est,202.45,quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere,41,83,10
345,eget orci vehicula condimentum,301.7,pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam,60,92,79
346,magna vulputate luctus cum,48.5,fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti,50,55,88
347,turpis nec euismod,163.7,dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula,61,64,40
348,tristique est et tempus semper,193.68,sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl,88,94,64
349,dictumst aliquam,209.72,aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio,46,100,14
350,porttitor id,297.56,nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros,71,46,5
351,nulla ut erat,237.79,tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in,11,78,82
352,dictumst,140.21,in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum,43,80,94
353,morbi odio odio,4.52,hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum,14,67,49
354,nibh in lectus pellentesque,123.48,odio porttitor id consequat in consequat ut nulla sed accumsan felis,31,7,45
355,morbi quis,334.35,amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim,91,10,24
356,mollis molestie,65.18,nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam,33,96,65
357,bibendum imperdiet nullam orci,391.33,augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi,82,16,22
358,ac est lacinia nisi venenatis tristique,185.3,molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus,2,94,37
359,nisl nunc,272.12,in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo,94,43,84
360,quam sapien varius ut,296.76,velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id,38,44,8
361,vel nisl duis,165.02,praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis,68,58,74
362,turpis a pede posuere nonummy,174.83,curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt,85,34,50
363,montes nascetur,353.96,sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget,79,25,83
364,lectus,350.92,ut mauris eget massa tempor convallis nulla neque libero convallis,16,73,46
365,nullam varius nulla facilisi,168.08,lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus,28,49,43
366,vulputate luctus,243.7,vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis,1,56,76
367,vehicula condimentum curabitur in,360.66,pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut,28,65,86
368,sit,87.54,sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis,17,76,28
369,et commodo vulputate justo in,212.88,nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac,98,29,59
370,integer pede justo,111.22,nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient,60,64,43
371,parturient montes nascetur ridiculus,388.51,in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque,87,9,80
372,curae duis faucibus accumsan,7.26,nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et,33,97,8
373,donec posuere,335.09,mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc,56,52,83
374,pede ac diam,128.84,vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio,44,48,41
375,nulla neque,299.79,bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh,59,0,49
376,vestibulum ante ipsum primis in,41.46,quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus,40,92,64
377,cras,292.1,sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum,43,87,21
378,vitae mattis nibh,132.43,eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id,21,59,50
379,quam nec dui luctus,147.21,massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo,30,100,81
380,lacus,395.98,fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue,12,88,52
381,at feugiat non pretium,186.58,sapien cursus vestibulum proin eu mi nulla ac enim in tempor,80,44,68
382,viverra eget congue,227.0,sit amet sem fusce consequat nulla nisl nunc nisl duis,96,80,95
383,amet consectetuer adipiscing elit proin interdum,221.04,tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante,10,43,16
384,id pretium iaculis diam erat fermentum,172.77,at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus,58,60,91
385,velit vivamus vel,98.03,vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel,78,51,62
386,dolor morbi vel,5.55,viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus,25,56,92
387,at feugiat non,18.98,cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat,2,63,78
388,etiam,265.35,id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique,33,42,1
389,enim lorem ipsum dolor sit,292.34,commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing,30,57,68
390,vestibulum ante ipsum primis in,124.57,aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat,98,29,69
391,pellentesque,210.37,ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non,42,71,67
392,ut suscipit a feugiat,276.19,viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere,64,4,46
393,pretium iaculis justo in hac habitasse,276.92,lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio,58,73,48
394,aliquet maecenas leo odio condimentum id,90.14,nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi,46,80,15
395,cursus vestibulum proin,299.81,auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis,74,95,80
396,quis tortor id nulla ultrices aliquet,111.85,in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur,10,65,7
397,pellentesque ultrices phasellus id sapien,240.58,tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh,29,47,27
398,lectus in quam fringilla rhoncus mauris,4.74,tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum,11,37,14
399,nam tristique tortor eu,300.49,bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl,100,21,9
400,vestibulum ante ipsum primis in,162.56,turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam,3,49,27
401,erat quisque erat eros viverra eget,78.84,dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan,3,25,81
402,ut blandit non,293.3,ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque,1,83,97
403,platea,388.64,ultrices mattis odio donec vitae nisi nam ultrices libero non mattis,80,25,8
404,proin,262.32,turpis eget elit sodales scelerisque mauris sit amet eros suspendisse,37,11,86
405,nibh ligula,231.37,integer non velit donec diam neque vestibulum eget vulputate ut ultrices,21,53,31
406,ac lobortis vel dapibus,270.85,odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat,19,0,79
407,quam nec dui luctus rutrum,130.07,pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis,76,40,44
408,eleifend donec ut dolor morbi vel,165.41,nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac,21,30,33
409,suspendisse potenti nullam porttitor lacus,289.76,tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris,79,36,60
410,nulla,252.96,curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum,13,33,36
411,sapien iaculis congue vivamus,96.72,placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede,52,55,28
412,ac enim in tempor turpis nec,159.62,feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare,85,20,100
413,suspendisse ornare consequat,74.28,blandit nam nulla integer pede justo lacinia eget tincidunt eget,14,86,83
414,nunc commodo placerat praesent blandit nam,233.42,sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum,38,81,62
415,convallis nulla neque libero,178.47,quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis,61,15,1
416,aenean lectus pellentesque eget nunc donec,181.81,libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit,49,25,91
417,platea dictumst maecenas ut massa quis,13.18,eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio,54,18,59
418,lacinia sapien quis,238.05,porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor,56,13,51
419,lorem,377.77,vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis,50,28,86
420,pede malesuada in imperdiet et commodo,32.38,maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac,94,1,6
421,at turpis donec posuere,291.58,habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum,59,25,77
422,morbi,216.66,vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat,6,16,63
423,ultrices phasellus id sapien in,78.67,quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis,59,85,50
424,nullam sit amet,290.28,nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui,50,48,35
425,vitae consectetuer eget rutrum,28.36,sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit,70,42,23
426,libero nam dui,40.33,quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices,58,73,66
427,et,185.26,velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum,16,71,89
428,ligula sit amet eleifend pede,287.99,sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis,66,40,46
429,rutrum ac lobortis vel dapibus,193.85,cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient,38,10,99
430,odio condimentum id luctus,147.03,porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh,15,100,29
431,justo,378.48,massa id nisl venenatis lacinia aenean sit amet justo morbi,54,72,24
432,sociis natoque,8.06,ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis,65,74,75
