foodID,foodName,NumServings,unit,carbs,protien,fat
526,proin leo odio porttitor,99.26,praesent,16,78,46
527,felis sed interdum venenatis turpis enim,257.23,sem,52,68,34
528,potenti,251.16,nulla,81,49,23
529,justo,53.39,ut,23,70,28
530,morbi vestibulum velit id pretium,340.85,venenatis,55,3,43
531,non,309.13,congue,1,66,6
532,lectus in est risus,325.85,vel,27,59,4
533,nisl duis bibendum,133.59,nec,80,22,1
534,ridiculus mus vivamus vestibulum sagittis,54.07,eleifend,0,7,41
535,libero,392.49,phasellus,99,60,5
536,pede justo lacinia eget tincidunt eget,250.45,magna,30,55,13
537,tempor convallis nulla,353.65,porttitor,15,56,2
538,nunc proin,248.7,tempus,62,29,84
539,nulla ut erat id mauris,79.03,felis,92,95,37
540,venenatis turpis enim blandit mi,345.88,varius,40,65,5
541,ac neque,352.98,consequat,55,87,94
542,nulla sed,390.92,risus,6,98,51
543,nulla ac,269.36,purus,80,14,100
544,libero,377.81,sodales,25,89,24
545,lacinia sapien quis libero nullam sit,21.48,natoque,97,19,97
546,amet eleifend pede,312.5,penatibus,10,48,32
547,nulla nisl,316.79,parturient,20,85,10
548,sem sed sagittis nam congue risus,132.97,risus,29,66,54
549,etiam,126.86,eget,51,42,15
550,nunc,166.16,congue,7,78,26
551,quis,260.13,nunc,0,18,95
552,nam congue risus,206.36,hendrerit,49,76,40
553,sollicitudin vitae,332.07,scelerisque,8,89,51
554,erat curabitur gravida nisi at,40.17,nisl,55,37,21
555,gravida nisi at nibh in,293.19,eget,6,99,99
556,nulla tempus,185.89,ultrices,43,63,51
557,suscipit,173.27,blandit,15,19,14
558,velit nec nisi vulputate,150.23,posuere,62,89,97
559,non mauris morbi non lectus aliquam,345.12,blandit,99,21,54
560,et eros,210.0,vitae,71,93,3
561,quis libero nullam sit,240.15,sit,11,26,48
562,velit vivamus vel nulla eget,273.54,nulla,22,64,90
563,integer a nibh in quis justo,37.35,elit,84,61,38
564,varius nulla,126.55,erat,98,14,48
565,potenti nullam,42.13,sit,69,66,25
566,donec,16.71,magna,43,51,43
567,donec odio justo sollicitudin ut,345.48,ullamcorper,49,80,11
568,dis parturient,261.89,orci,45,40,93
569,eros vestibulum,218.2,quisque,19,83,25
570,sapien quis,169.83,porttitor,83,33,89
571,nulla mollis molestie,35.96,nisl,4,80,93
572,laoreet ut rhoncus aliquet,171.58,metus,9,6,21
573,purus eu magna vulputate luctus,312.31,ac,99,3,78
574,elit,286.36,nunc,86,43,91
575,quisque,268.82,auctor,76,7,79
576,vel augue vestibulum,183.53,mi,61,86,30
577,curabitur at,47.44,habitasse,21,91,15
578,quis orci,270.5,sollicitudin,7,21,35
579,dui nec nisi volutpat eleifend donec,283.49,curabitur,73,82,14
580,montes nascetur,329.7,massa,78,60,6
581,morbi non quam nec dui,217.51,sapien,86,2,24
582,montes nascetur,267.39,faucibus,20,21,74
583,in sagittis,340.92,convallis,11,61,37
584,enim sit amet,247.0,sem,39,0,34
585,quisque erat eros viverra,77.29,velit,13,99,69
586,porta volutpat quam pede,240.24,justo,47,41,25
587,quis,221.2,vivamus,50,77,91
588,posuere felis sed lacus,168.05,sapien,27,89,69
589,id massa id nisl venenatis lacinia,50.74,at,54,83,60
590,sit amet justo morbi ut,307.01,est,59,12,24
591,aliquet at,35.59,aliquam,18,2,6
592,dui maecenas tristique est,362.55,amet,86,79,44
593,nisl,164.15,magna,57,27,86
594,tortor sollicitudin mi sit amet,298.23,odio,73,78,58
595,morbi non lectus,267.05,varius,83,61,71
596,vestibulum sed magna at,374.35,potenti,93,95,29
597,nulla justo aliquam,367.66,diam,25,70,29
598,magnis dis parturient montes nascetur,105.81,mollis,87,53,70
599,ultrices posuere cubilia,44.6,integer,84,40,34
600,sapien urna pretium nisl ut,131.77,vel,65,55,38
601,proin interdum mauris non ligula pellentesque,283.69,tempus,45,9,86
602,morbi non quam nec dui,32.67,blandit,21,33,34
603,nam nulla,26.36,quam,42,9,73
604,risus praesent lectus vestibulum,264.48,potenti,19,85,50
605,enim lorem ipsum dolor sit amet,120.34,rhoncus,60,69,88
606,quam,361.1,purus,41,31,66
607,lorem integer tincidunt ante,363.06,duis,42,99,41
608,congue eget semper,359.28,erat,43,62,19
609,nunc purus,391.25,volutpat,39,89,17
610,nunc,81.04,sapien,81,46,30
611,libero convallis eget eleifend,235.03,erat,97,37,26
612,nunc purus,365.64,quisque,59,16,28
613,tempus vel pede morbi,241.95,pede,82,68,54
614,semper est quam pharetra magna ac,47.03,maecenas,59,88,14
615,id massa,134.21,vitae,60,78,42
616,nulla suscipit ligula in,292.47,mattis,90,99,13
617,non mi integer ac neque,41.62,curae,43,100,77
618,et magnis,271.78,quisque,3,89,14
619,nisl duis ac,286.99,duis,97,12,43
620,ante vivamus,350.72,diam,31,10,57
621,at nulla,67.4,faucibus,37,18,52
622,volutpat in congue etiam,83.2,dapibus,68,56,88
623,magnis dis,181.32,sapien,50,56,23
624,rhoncus aliquet pulvinar sed nisl,12.33,mi,27,81,14
625,ipsum primis in faucibus orci luctus,6.61,ante,49,60,13
626,neque,277.47,est,83,52,83
627,suscipit ligula in lacus curabitur,88.58,varius,81,2,22
628,quam suspendisse potenti nullam porttitor lacus,73.42,in,69,100,15
629,in est risus auctor sed tristique,350.32,auctor,87,76,45
630,convallis nunc proin,90.21,vestibulum,87,2,16
631,eu,154.84,in,82,13,53
632,sapien sapien non,157.59,nec,49,67,62
633,nulla sed accumsan felis ut,170.98,odio,96,55,38
634,aliquet pulvinar,234.06,porttitor,54,82,87
635,at,40.03,tincidunt,79,99,40
636,morbi vel lectus in quam,155.53,at,13,71,78
637,dui maecenas,146.22,purus,43,80,53
638,tincidunt ante,306.26,ut,34,81,98
639,at feugiat non pretium,145.08,venenatis,97,1,94
640,ligula,238.89,sapien,70,5,50
641,sagittis nam congue risus,374.11,mi,66,1,25
642,lacus purus aliquet at,259.91,quis,30,51,87
643,nunc,33.38,vestibulum,6,0,62
644,vulputate,128.44,risus,73,90,56
645,eget tincidunt eget tempus vel pede,162.48,tellus,94,36,97
646,risus semper porta,285.51,mattis,47,64,44
647,mattis,342.09,porttitor,10,88,50
648,sapien cursus vestibulum proin,195.92,cras,81,14,29
649,ac,80.94,erat,92,73,26
650,pellentesque,217.89,lectus,46,76,28
651,ultrices posuere cubilia,299.23,porta,88,100,4
652,rutrum rutrum neque aenean auctor,138.83,sit,11,42,95
653,lacinia sapien quis libero nullam sit,97.76,primis,51,54,92
654,sociis natoque penatibus,339.66,dapibus,73,38,14
655,et ultrices posuere,268.15,morbi,52,75,4
656,sapien,353.78,quisque,81,77,63
657,lorem ipsum dolor sit amet,10.32,magna,34,32,13
658,feugiat et eros vestibulum ac est,380.04,id,68,80,2
659,facilisi cras non,265.91,sed,20,93,57
660,viverra diam vitae quam suspendisse potenti,268.0,habitasse,22,45,23
661,orci luctus,370.12,rutrum,36,55,53
662,vulputate nonummy maecenas tincidunt,149.15,praesent,45,4,63
663,maecenas tincidunt lacus at velit vivamus,94.14,faucibus,30,14,63
664,vivamus metus arcu adipiscing molestie,217.64,felis,69,19,30
665,in hac habitasse platea,230.59,dolor,97,69,8
666,odio cras mi pede malesuada in,59.14,auctor,95,87,64
667,sed nisl nunc rhoncus dui,57.85,cubilia,61,51,8
668,purus phasellus in felis donec,247.02,mattis,31,47,91
669,ridiculus mus,300.23,morbi,19,34,56
670,ut,107.43,ac,48,37,27
671,velit nec nisi,64.23,nam,87,85,16
672,ante ipsum primis in faucibus,32.21,sapien,60,44,73
673,arcu adipiscing molestie hendrerit,278.01,ornare,72,80,82
674,scelerisque mauris sit amet eros,318.88,augue,85,27,70
675,eros,114.5,rhoncus,89,28,21
676,amet sapien dignissim vestibulum,339.87,non,58,93,86
677,imperdiet sapien urna pretium nisl ut,22.19,erat,78,93,22
678,enim blandit mi in,47.03,nisi,100,82,76
679,ipsum dolor sit amet consectetuer,51.83,in,90,23,74
680,consequat metus sapien ut nunc vestibulum,138.54,vitae,10,73,13
681,condimentum id,77.01,in,69,19,65
682,ac nulla sed vel enim sit,48.55,in,88,77,50
683,lorem,1.17,pede,12,84,85
684,eu magna vulputate luctus cum,84.77,ut,42,4,55
685,eu interdum eu tincidunt in leo,329.69,odio,0,93,72
686,nulla ac enim in tempor,304.39,aliquet,60,1,45
687,lacinia sapien quis libero,153.74,justo,2,10,87
688,consectetuer eget rutrum at lorem integer,395.6,felis,45,27,38
689,id luctus nec molestie sed,226.31,at,76,5,37
690,quis justo maecenas rhoncus aliquam lacus,82.3,vel,80,45,83
691,euismod scelerisque quam,358.01,at,88,22,44
692,penatibus et,391.03,blandit,16,2,9
693,dui proin leo odio,39.04,cubilia,52,7,39
694,odio consequat varius integer ac,111.28,morbi,77,100,55
695,amet cursus id,9.44,donec,59,26,20
696,curae nulla dapibus dolor vel est,190.16,nulla,23,65,29
697,sem sed sagittis,375.4,tortor,97,76,82
698,aliquet,282.54,semper,82,45,78
699,curabitur in,143.86,erat,37,15,89
700,dis parturient montes nascetur ridiculus mus,90.73,ultrices,73,57,22
701,ac,210.03,non,83,1,85
702,augue vestibulum ante ipsum primis,193.52,nulla,41,70,84
703,tortor duis mattis egestas,200.64,eleifend,0,84,54
704,ut at dolor quis,38.06,dui,37,72,7
705,et,184.68,nec,34,19,47
706,nullam,360.44,odio,27,39,78
707,id ornare imperdiet sapien urna pretium,89.95,odio,18,45,18
708,placerat ante nulla justo aliquam quis,148.97,porttitor,87,40,1
709,nunc rhoncus,322.19,sapien,48,63,43
710,et commodo vulputate justo in,360.3,quam,59,2,99
711,lacinia nisi venenatis tristique,369.26,luctus,68,89,48
712,parturient montes nascetur ridiculus mus,387.13,lorem,4,41,24
713,nulla,193.34,diam,88,74,53
714,vestibulum,262.05,nec,75,24,46
715,tincidunt,23.23,quisque,34,99,73
716,a nibh in quis justo,296.61,tristique,56,38,21
717,eros suspendisse,46.18,vitae,46,57,82
718,duis bibendum felis sed interdum,396.14,amet,76,25,59
719,quis,106.65,luctus,67,40,23
720,in hac habitasse platea dictumst,210.97,dapibus,48,36,37
721,in porttitor pede justo eu,358.06,non,35,57,26
722,dapibus nulla suscipit ligula,50.32,mi,43,7,97
723,enim sit amet nunc viverra dapibus,373.58,nullam,60,18,18
724,duis faucibus accumsan odio,4.42,proin,64,17,7
725,pretium nisl ut volutpat sapien,386.46,massa,31,87,38
726,morbi non quam nec dui luctus,208.97,id,87,9,3
727,amet erat nulla tempus vivamus in,346.13,consequat,85,63,10
728,urna ut tellus nulla,313.0,mauris,54,80,75
729,est quam pharetra magna ac consequat,243.42,tincidunt,86,56,68
730,diam,102.24,auctor,92,29,20
731,quis odio consequat,228.39,faucibus,99,92,57
732,curae nulla dapibus dolor vel est,272.43,ullamcorper,95,77,89
733,suspendisse accumsan tortor quis turpis sed,230.16,pretium,15,76,66
734,rhoncus dui,167.96,ligula,24,62,46
735,sapien arcu sed augue aliquam erat,113.35,massa,53,96,9
736,id consequat in,127.29,mi,32,65,96
737,odio elementum eu interdum eu tincidunt,124.45,quam,32,98,52
738,pede posuere nonummy,244.34,habitasse,66,3,71
739,leo,209.17,rhoncus,27,4,5
740,ut volutpat sapien arcu,374.24,augue,79,32,11
741,venenatis turpis enim blandit mi,149.57,eu,98,72,34
742,ipsum,247.32,facilisi,65,15,49
743,volutpat,136.17,eu,24,58,39
744,primis in faucibus orci luctus,121.81,eget,34,89,9
745,lacinia eget tincidunt,161.97,ac,90,60,61
746,nascetur ridiculus mus etiam vel,50.35,accumsan,38,49,22
747,vestibulum ante ipsum primis in faucibus,279.07,amet,54,86,34
748,hac,274.89,ultrices,65,89,78
749,condimentum curabitur,189.64,vivamus,24,39,81
750,quam a odio in hac habitasse,391.79,adipiscing,93,14,29
751,consectetuer adipiscing elit proin risus praesent,386.06,hendrerit,77,76,24
752,adipiscing molestie,281.64,pellentesque,73,66,37
753,nulla suspendisse potenti cras,347.31,rutrum,4,77,85
754,in libero ut massa volutpat convallis,302.11,orci,35,42,81
755,rutrum rutrum neque aenean auctor,126.91,mi,75,21,21
756,eu magna vulputate luctus cum,30.56,facilisi,61,92,85
757,nec dui luctus rutrum,384.28,maecenas,12,89,13
758,ut dolor morbi,259.78,morbi,49,35,47
759,euismod scelerisque,380.44,et,83,71,12
760,blandit mi in porttitor pede justo,154.67,pretium,49,38,51
761,elit proin interdum mauris non ligula,397.57,eu,62,23,51
762,rutrum,55.72,pede,71,91,26
763,erat,300.83,ultricies,15,14,100
764,aliquam non mauris,166.82,venenatis,85,100,56
765,cubilia curae mauris viverra diam,53.01,dapibus,54,26,4
766,augue quam sollicitudin vitae,355.68,feugiat,97,89,26
767,quisque ut erat,207.36,consectetuer,71,67,76
768,justo in,366.22,turpis,91,87,9
769,suspendisse potenti nullam porttitor lacus,81.49,egestas,13,68,58
770,hac,219.12,mattis,48,12,99
771,metus sapien,55.83,sem,70,11,88
772,amet cursus id turpis integer,114.41,aliquam,12,33,18
773,aliquet massa id lobortis convallis tortor,72.19,enim,89,84,46
774,venenatis lacinia,93.62,praesent,72,17,73
775,platea dictumst morbi vestibulum,299.84,nulla,60,78,96
776,sem fusce consequat,341.04,non,64,31,28
777,etiam justo etiam pretium iaculis justo,24.33,a,5,73,95
778,purus sit amet nulla quisque arcu,107.83,rutrum,34,38,88
779,donec dapibus duis at,246.71,in,64,64,54
780,aenean fermentum donec ut mauris,19.38,libero,87,71,12
781,ut,44.81,turpis,89,63,43
782,eleifend luctus ultricies eu nibh,348.76,in,65,66,72
783,tristique fusce congue diam id ornare,205.94,dui,46,77,97
784,montes nascetur ridiculus mus,48.57,aliquam,49,58,2
785,erat,162.42,quis,70,97,52
786,nulla ac enim,333.63,non,24,78,49
787,et magnis dis parturient montes,89.94,quisque,35,91,26
788,ridiculus mus vivamus vestibulum sagittis sapien,238.94,purus,53,2,38
789,lobortis,223.64,libero,79,80,73
790,interdum mauris ullamcorper purus sit amet,59.42,nulla,62,64,27
791,faucibus,51.56,non,78,61,76
792,quam suspendisse potenti nullam porttitor lacus,130.27,nulla,23,11,59
793,eleifend donec ut dolor morbi,334.53,sit,17,59,3
794,turpis elementum ligula,45.5,curabitur,81,100,61
795,molestie lorem quisque,281.8,ultrices,87,100,58
796,sed vel,35.37,sapien,21,55,93
797,curabitur convallis duis consequat,378.88,volutpat,48,59,89
798,nulla sed vel enim sit amet,149.35,orci,25,24,6
799,orci nullam molestie,243.54,volutpat,67,5,29
800,congue etiam justo etiam,354.39,posuere,28,16,10
801,id turpis integer,362.9,molestie,51,59,50
802,lacinia sapien quis,389.62,nulla,63,43,27
803,vulputate elementum nullam varius nulla,115.76,mi,92,62,25
804,aenean fermentum donec ut,127.35,eget,2,52,35
805,vulputate nonummy maecenas,354.19,posuere,53,51,15
806,sollicitudin mi sit amet lobortis sapien,385.72,elementum,29,80,66
807,mattis odio donec,318.53,purus,95,23,17
808,ut blandit,311.27,phasellus,5,30,8
809,amet turpis elementum ligula vehicula consequat,231.43,lacus,19,42,68
810,adipiscing lorem vitae mattis,212.6,pharetra,13,38,63
811,odio consequat varius integer ac,142.52,dis,30,29,84
812,fusce posuere,236.57,dapibus,37,92,62
813,sollicitudin vitae consectetuer eget,22.67,ipsum,57,27,61
814,quam nec dui luctus rutrum nulla,146.9,nisl,36,79,59
815,dictumst maecenas ut massa,83.7,at,36,47,14
816,nisi vulputate nonummy maecenas,72.99,odio,36,41,81
817,dolor sit amet,327.96,suscipit,45,11,14
818,nibh in,133.68,fermentum,92,85,77
819,massa volutpat,288.15,lectus,83,93,72
820,ultrices phasellus id sapien in,13.06,tortor,56,27,2
821,consequat lectus in,340.85,in,48,57,90
822,duis mattis,327.22,tristique,20,96,49
823,tortor risus,206.48,rutrum,87,8,87
824,integer pede justo,198.67,odio,83,25,48
825,erat id mauris vulputate elementum,199.3,nibh,5,15,2
826,erat eros viverra,56.66,dui,5,83,77
827,rhoncus dui vel,94.92,nam,18,48,13
828,accumsan,196.83,commodo,63,78,6
829,ultrices posuere cubilia curae donec pharetra,165.69,eget,75,14,49
830,accumsan felis ut,103.41,semper,39,66,80
831,natoque penatibus et magnis dis,294.15,eros,68,92,15
832,tincidunt eu felis,234.1,dui,28,46,64
833,turpis elementum ligula vehicula consequat morbi,393.62,vel,8,60,96
834,ut nunc vestibulum,375.4,sed,3,65,14
835,quis turpis,306.19,sit,32,95,41
836,proin interdum mauris non ligula pellentesque,88.94,primis,73,86,49
837,vestibulum,55.32,elementum,85,47,43
838,elit,383.21,in,97,67,46
839,orci eget orci,156.76,lacinia,35,97,71
840,quam pharetra magna ac consequat,166.83,lacinia,2,42,48
841,cubilia curae donec,330.5,maecenas,64,25,91
842,in quis justo maecenas rhoncus,104.75,ut,59,93,16
843,penatibus et magnis dis parturient,390.95,in,43,21,24
844,tincidunt,337.73,congue,100,60,63
845,est lacinia nisi venenatis,308.35,luctus,23,24,7
846,cubilia curae nulla dapibus dolor,248.33,dictumst,0,46,78
847,orci,376.05,faucibus,76,14,89
848,in magna,188.7,sed,18,2,98
849,pede,68.93,luctus,81,18,17
850,turpis nec euismod scelerisque quam turpis,264.13,vestibulum,9,80,76
851,nibh quisque id,365.79,sed,27,61,2
852,velit eu est congue,313.77,ut,97,32,0
853,eu felis fusce posuere,331.7,a,10,88,54
854,varius ut blandit,341.59,amet,56,91,19
855,in quis justo,221.39,lorem,19,71,93
856,ut mauris eget,114.06,nunc,33,59,83
857,congue eget semper,137.46,tristique,62,59,55
858,consequat ut nulla sed,40.23,maecenas,60,84,92
859,etiam faucibus cursus,47.71,nascetur,70,20,74
860,tortor quis turpis sed ante,326.37,porttitor,27,46,49
861,morbi a ipsum integer a,48.2,libero,38,98,67
862,sapien placerat ante nulla,107.44,tristique,8,2,36
863,duis at velit eu est congue,286.14,a,19,10,3
864,semper interdum mauris,177.96,condimentum,50,66,45
865,enim lorem ipsum dolor sit,191.87,tristique,31,78,3
866,odio cras mi,96.3,felis,8,69,52
867,montes nascetur ridiculus,288.5,nunc,34,0,92
868,sem duis aliquam convallis,3.88,in,84,8,25
869,elit proin interdum mauris non ligula,303.06,turpis,9,20,15
870,platea dictumst etiam faucibus cursus urna,225.37,non,5,90,38
871,a feugiat et eros,4.11,diam,8,88,14
872,leo rhoncus sed vestibulum,135.56,in,85,56,86
873,amet nulla,42.54,amet,40,44,3
874,habitasse platea dictumst maecenas ut,310.21,duis,65,83,71
875,nec euismod scelerisque quam turpis,82.77,ante,19,72,37
876,mi pede malesuada in imperdiet,218.38,neque,49,18,7
877,sit amet nulla,139.86,malesuada,70,99,17
878,condimentum curabitur,183.09,et,37,26,78
879,vestibulum eget vulputate ut,357.11,elit,37,93,77
880,tortor quis turpis sed,285.06,at,96,87,24
881,eget tincidunt eget tempus vel,382.49,turpis,64,97,83
882,eget nunc donec,396.61,sapien,97,46,87
883,et tempus semper,295.12,elementum,80,11,62
884,sapien non mi integer ac neque,12.43,ac,73,29,56
885,viverra dapibus nulla suscipit,233.77,mi,62,69,27
886,a pede posuere nonummy integer non,174.87,dictumst,61,39,87
887,at feugiat,247.28,vulputate,26,91,82
888,eget,345.48,malesuada,40,29,57
889,congue diam,130.65,nec,20,39,52
890,mi in porttitor pede,392.13,sem,49,89,34
891,sit amet,184.02,curabitur,19,76,2
892,consequat,224.7,diam,81,64,90
893,elit proin risus praesent lectus,334.48,donec,49,13,88
894,posuere cubilia,346.57,vestibulum,94,20,53
895,odio,34.24,ipsum,2,14,44
896,nulla suspendisse,370.79,dolor,67,64,81
897,ut,82.83,et,34,72,71
898,donec diam neque,356.13,faucibus,57,12,73
899,mauris,84.79,vitae,39,79,72
900,diam,191.89,ligula,64,12,96
901,augue vestibulum ante ipsum primis in,380.12,id,98,74,88
902,sed interdum,58.11,adipiscing,27,49,4
903,sodales scelerisque mauris sit amet,231.27,suspendisse,41,62,56
904,ultrices erat tortor sollicitudin mi,3.6,erat,25,14,40
905,donec vitae nisi nam ultrices libero,294.27,natoque,88,48,11
906,donec,15.48,parturient,35,1,51
907,ut mauris eget massa tempor convallis,159.01,morbi,82,52,63
908,amet consectetuer,271.53,tellus,8,23,51
909,ut,335.18,eu,59,78,61
910,quam pede lobortis ligula,224.03,potenti,63,82,50
911,congue vivamus metus arcu,78.87,eleifend,77,86,100
912,eleifend pede libero quis,194.99,nunc,77,62,49
913,at lorem integer tincidunt ante vel,137.14,vestibulum,43,97,16
914,leo rhoncus sed vestibulum,71.93,nibh,56,50,76
915,ipsum praesent blandit,115.23,hac,84,29,16
916,nulla tellus in sagittis,120.18,faucibus,20,81,85
917,augue vestibulum ante ipsum primis in,355.43,integer,54,23,75
918,vitae nisl aenean,295.24,platea,10,1,34
919,in lacus,121.38,scelerisque,60,20,17
920,eros vestibulum ac est lacinia,311.22,nibh,68,41,49
921,in tempor,273.34,amet,95,29,18
922,tellus in sagittis dui vel,386.57,morbi,96,50,99
923,etiam vel augue vestibulum,353.75,condimentum,28,22,10
924,odio donec vitae nisi nam,158.32,congue,51,81,74
925,ante vivamus tortor,363.55,maecenas,70,70,13
926,vestibulum,291.25,porta,60,36,6
927,sollicitudin ut suscipit a feugiat,330.81,enim,44,43,39
928,condimentum id luctus nec,82.12,semper,86,71,15
929,suspendisse potenti,370.75,vulputate,68,20,83
930,rutrum neque,51.47,turpis,98,92,81
931,erat quisque erat,220.74,curabitur,34,74,72
932,et ultrices posuere cubilia curae,16.32,pede,74,75,56
933,erat vestibulum sed magna at,377.98,augue,71,7,93
934,morbi vel lectus in quam,316.1,nec,23,65,43
935,elementum pellentesque quisque,78.58,cursus,77,49,9
936,donec,58.42,augue,19,63,30
937,rutrum nulla tellus in sagittis,212.77,pharetra,23,70,35
938,orci nullam,295.72,diam,65,38,6
939,sollicitudin ut suscipit a,313.78,vestibulum,44,83,78
940,proin interdum,174.49,varius,76,13,38
941,augue,188.88,quisque,5,52,28
942,nibh ligula,301.36,ipsum,31,78,98
943,mauris eget massa tempor convallis,13.04,turpis,18,80,80
944,morbi a ipsum integer a nibh,85.95,primis,58,96,63
945,purus phasellus in felis donec semper,193.28,lectus,37,85,54
946,lectus pellentesque at,289.32,magna,70,54,72
947,maecenas rhoncus aliquam,291.18,ac,52,75,17
948,vivamus vel,107.29,eu,99,41,65
949,nulla ultrices aliquet maecenas leo odio,138.6,eu,57,57,96
950,id luctus nec,138.94,vivamus,95,67,48
951,dapibus at diam,201.73,pellentesque,52,83,36
952,pretium iaculis diam erat fermentum justo,150.23,mauris,65,43,44
953,phasellus id sapien in sapien iaculis,344.44,eu,4,23,33
954,dui vel,125.57,sed,92,26,32
955,egestas,226.89,quam,10,60,35
956,fusce congue diam id ornare imperdiet,147.86,ut,79,88,0
957,praesent blandit lacinia erat vestibulum,249.84,eget,13,56,86
958,odio porttitor id,393.39,ut,93,97,30
959,luctus rutrum nulla tellus,197.1,vitae,93,20,64
960,tempus vel pede morbi porttitor lorem,135.86,erat,0,59,8
961,pellentesque volutpat dui maecenas tristique,95.03,vitae,90,85,22
962,nibh ligula nec sem duis aliquam,339.6,justo,5,2,54
963,nulla suspendisse,361.5,viverra,16,73,33
964,blandit mi in porttitor pede,346.72,id,59,65,51
965,quis augue luctus tincidunt nulla,387.93,non,40,20,39
966,vulputate,280.92,turpis,53,6,87
967,ante vestibulum,134.32,quisque,73,100,49
968,id mauris vulputate elementum nullam,335.82,ultrices,52,83,99
969,dapibus nulla suscipit ligula in lacus,75.65,quam,83,14,72
970,turpis integer,276.65,porttitor,5,62,88
971,felis,41.63,nulla,24,25,24
972,vestibulum sed magna,154.14,mauris,96,96,49
973,rutrum neque aenean auctor gravida,383.78,erat,77,5,39
974,convallis tortor risus dapibus,381.01,tincidunt,72,4,4
975,faucibus,223.62,massa,9,27,10
976,parturient montes,166.62,mauris,17,40,41
977,risus semper porta volutpat,7.1,at,92,65,4
978,est risus,37.72,curae,31,31,60
979,id ornare imperdiet,229.01,vehicula,33,42,53
980,blandit nam nulla,283.33,nam,81,53,94
981,nulla quisque arcu libero rutrum,260.7,donec,74,99,49
982,nulla justo aliquam quis turpis eget,388.51,aliquet,3,65,6
983,convallis morbi odio odio,156.64,morbi,60,79,40
984,et commodo vulputate justo,211.94,primis,100,92,58
985,non interdum in,264.84,sed,64,41,23
986,donec quis,75.05,aenean,61,2,2
987,ultrices,46.1,turpis,16,37,49
988,porta volutpat erat quisque erat eros,348.57,sapien,39,16,19
989,morbi vel,54.8,aliquet,77,74,34
990,eget tempus,146.9,pede,52,25,32
991,odio condimentum,383.91,nunc,52,59,56
992,enim in tempor turpis,175.94,ac,69,46,100
993,hendrerit,224.44,ut,40,55,35
994,elit,280.63,aliquet,9,95,53
995,at nulla suspendisse,190.87,proin,73,96,57
996,pharetra magna ac consequat metus sapien,31.92,curabitur,19,46,2
997,donec quis orci eget orci,259.15,dictumst,19,84,59
998,lectus,299.61,nulla,12,30,47
999,maecenas pulvinar lobortis,43.36,leo,88,49,64
1000,consequat,272.2,est,17,54,25
